 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.4799,0.4203,0.44,0.43, FB 
1,0.4781,0.4208,0.44,0.43, NA 
1,0.4743,0.4267,0.47,0.45, NA 
1,0.4697,0.433,0.47,0.44, NA 
1,0.4685,0.434,0.47,0.45, NA 
1,0.4681,0.4331,0.47,0.45, NA 
1,0.4676,0.4323,0.47,0.45, NA 
1,0.4677,0.4325,0.47,0.45, NA 
1,0.4676,0.4329,0.47,0.45, NA 
1,0.4683,0.4332,0.48,0.46, NA 
1,0.4693,0.4344,0.48,0.45, NA 
1,0.4694,0.4348,0.48,0.45, NA 
1,0.4697,0.4356,0.48,0.46, NA 
1,0.4704,0.4374,0.48,0.46, NA 
1,0.4712,0.4379,0.48,0.46, NA 
1,0.4719,0.4387,0.47,0.46, NA 
1,0.4721,0.44,0.48,0.46, NA 
1,0.4711,0.4411,0.48,0.46, NA 
1,0.4708,0.4421,0.47,0.46, NA 
1,0.4757,0.4386,0.45,0.48, NA 
1,0.479,0.4358,0.46,0.47, NA 
1,0.4795,0.4342,0.45,0.47, NA 
1,0.4791,0.434,0.45,0.47, NA 
1,0.4883,0.4306,0.47,0.48, NA 
1,0.4942,0.4295,0.47,0.48, NA 
1,0.5064,0.4442,0.45,0.5, FEx0.474y0.434d0.495 
1,0.5117,0.4469,0.45,0.5, S 
1,0.5104,0.4562,0.49,0.52, S 
1,0.5082,0.4512,0.49,0.52, S 
1,0.5095,0.4679,0.47,0.52, S 
1,0.5099,0.4938,0.48,0.52, S 
1,0.5121,0.4905,0.49,0.52, S 
1,0.5121,0.5111,0.48,0.52, S 
1,0.5095,0.47,0.51,0.48, S 
1,0.5224,0.2993,0.52,0.5, S 
1,0.5225,0.3117,0.55,0.49, S 
1,0.522,0.3208,0.54,0.51, S 
1,0.5172,0.342,0.52,0.46, S 
1,0.5206,0.3716,0.53,0.47, FB 
1,0.5434,0.3009,0.52,0.5, FEx0.521y0.372d0.022 
1,0.5349,0.2736,0.51,0.48, S 
1,0.525,0.2789,0.49,0.46, S 
1,0.5226,0.2668,0.51,0.5, S 
1,0.5263,0.2619,0.47,0.47, S 
1,0.5284,0.2717,0.46,0.45, S 
1,0.5264,0.2464,0.47,0.46, S 
1,0.533,0.2566,0.41,0.48, S 
2,0.5198,0.2587,0.4,0.46, FB 
2,0.5181,0.265,0.37,0.45, NA 
2,0.511,0.2462,0.36,0.46, NA 
2,0.5214,0.2696,0.37,0.46, NA 
2,0.5253,0.2818,0.38,0.45, NA 
2,0.5254,0.286,0.38,0.45, NA 
2,0.5245,0.2854,0.37,0.46, NA 
2,0.5221,0.2814,0.37,0.46, NA 
2,0.5228,0.2786,0.36,0.45, NA 
2,0.5239,0.2768,0.36,0.46, NA 
2,0.5243,0.2733,0.36,0.46, NA 
2,0.5088,0.346,0.41,0.46, FEx0.522y0.273d0.212 
2,0.4915,0.4665,0.44,0.45, S 
2,0.4893,0.5424,0.45,0.5, S 
2,0.496,0.5393,0.47,0.49, S 
2,0.4974,0.5513,0.46,0.48, FB 
2,0.5033,0.5484,0.48,0.49, NA 
2,0.5085,0.5614,0.47,0.48, NA 
2,0.5114,0.5625,0.49,0.48, NA 
2,0.5229,0.5744,0.48,0.47, FEx0.505y0.555d0.125 
2,0.5271,0.5949,0.5,0.45, FB 
2,0.5189,0.5806,0.47,0.48, NA 
2,0.5289,0.5886,0.46,0.43, NA 
2,0.5293,0.5939,0.45,0.47, NA 
2,0.5238,0.5934,0.46,0.46, NA 
2,0.5233,0.5919,0.46,0.46, NA 
2,0.5224,0.5914,0.46,0.46, NA 
2,0.5232,0.5902,0.44,0.46, NA 
2,0.5235,0.5903,0.44,0.46, NA 
2,0.5221,0.5911,0.44,0.46, NA 
2,0.5312,0.6008,0.45,0.44, FEx0.524y0.591d0.281 
2,0.4834,0.5732,0.48,0.46, S 
2,0.4593,0.5514,0.46,0.46, S 
2,0.4599,0.4882,0.45,0.47, S 
2,0.4622,0.4835,0.45,0.48, S 
3,0.4611,0.4787,0.44,0.44, FB 
3,0.4606,0.4789,0.44,0.43, FEx0.461y0.479d0.036 
3,0.4606,0.4627,0.47,0.42, FB 
3,0.4683,0.4753,0.51,0.48, FEx0.461y0.463d0.030 
3,0.4718,0.4707,0.46,0.48, S 
3,0.4746,0.478,0.47,0.46, S 
3,0.4644,0.4898,0.48,0.45, S 
3,0.4644,0.4713,0.48,0.46, FB 
3,0.4681,0.4708,0.48,0.47, NA 
3,0.4664,0.4799,0.49,0.45, NA 
3,0.463,0.483,0.49,0.45, NA 
3,0.4617,0.4816,0.48,0.47, NA 
3,0.4609,0.4794,0.48,0.47, NA 
3,0.4608,0.4779,0.48,0.47, NA 
3,0.4609,0.4757,0.48,0.47, NA 
3,0.463,0.4766,0.47,0.49, NA 
3,0.4651,0.4767,0.47,0.49, NA 
3,0.4653,0.476,0.47,0.49, NA 
3,0.4651,0.4745,0.47,0.49, NA 
3,0.4655,0.477,0.48,0.52, NA 
3,0.4667,0.4811,0.48,0.52, NA 
3,0.4677,0.4843,0.49,0.52, NA 
3,0.4676,0.4865,0.48,0.52, NA 
3,0.4686,0.4868,0.48,0.52, NA 
3,0.469,0.4874,0.48,0.52, NA 
3,0.4715,0.4884,0.49,0.51, NA 
3,0.4735,0.4898,0.49,0.51, NA 
3,0.4739,0.4894,0.49,0.51, NA 
3,0.4736,0.4878,0.49,0.51, NA 
3,0.4747,0.4894,0.48,0.51, NA 
3,0.4744,0.4896,0.48,0.51, NA 
3,0.4742,0.491,0.48,0.51, NA 
3,0.4741,0.4923,0.48,0.51, FEx0.467y0.482d0.508 
